Continent,Country,Information
africa,comoros,"['Not your typical tropical island getaway, Comoros may lay claim to sandy shores, limpid oceans and colourful coral reefs, but the archipelago’s greatest asset is its fascinating culture, which fuses together the most colourful elements of Africa and Arabia.', 'Floating between Mozambique and Madagascar, the archipelago has long been a crossroads between civilisations and most Comorians are of mixed Afro-Arab descent. A blend of Swahili and traditional Islamic influences pervade the islands giving them a calm and phlegmatic atmosphere that guarantees a hospitable welcome.', 'The four main islands that comprise sleepy Comoros do not share the tourist infrastructure of the Seychelles or Mauritius (with the exception of Mayotte), but they do share the warm seas, deserted beaches and stunning hiking that these destinations are renowned for.', 'Most travellers enter the country via the capital, Moroni, which nestles on the island of Grande Comore and hums with the atmosphere and traditional customs of a long-forgotten outpost. Men drink tea beneath whitewashed buildings in the Arab Quarter, as they have done for decades, while women in brightly coloured East African fabrics smile shyly from ornate doorways.', 'Also known as the Perfume Islands, the smell of vanilla, cloves and other spices is ever-present in Comoros, and locals are proud to produce more Ylang-Ylang essence for the perfume industry than anywhere else.', 'Leave fragrant Moroni behind and trek to the summit of Mount Karthala, also on Grande Comore. The archipelago’s highest peak, at just under 2,400m (7,800ft), this lofty vantage point happens to be one of the region’s most active volcanoes. The views are exquisite.', 'For a taste of France pay a visit to Mayotte, which, due to a quirk in colonial history is now governed from Paris. Arguably the most developed of the islands, it has a distinctly Gallic air, adding more depth to these already characterful islands.', '2,235 sq km (863 sq miles).', '807,118 (UN estimate 2016).', '349.4 per sq km.', 'Moroni.', 'Federal Islamic Republic.', 'President Azali Assoumani\xa0since 2019.', 'President Azali Assoumani\xa0since 2019.']"
africa,democratic-republic-of-congo,"['The Democratic Republic of Congo (DRC) is one of the largest and most enigmatic countries in Africa. It has many beautiful landscapes, mainly comprising dense and undulating rainforest interspersed with waterfalls and teeming with fascinating wildlife.', 'The great body of the Congo River runs across the northern reaches of the country and has long been a site of considerable historic importance, made famous by the explorer Henry Morton Stanley and later used as the backdrop for Joseph Conrad’s Heart of Darkness.', 'In many ways, much of the DRC remains as wild and impenetrable today as it would have been in Conrad’s time. The transport infrastructure built by the brutal Belgian colonial regime has largely been reclaimed by the jungle and there are few links between the country’s vast interior and the urban areas dotted around its fringes.', 'Kinshasa, the capital, is situated in the far west of the country and, though largely impoverished and crumbling, it is a veritable hub for colourful African music and culture.', 'DRC’s tourist capital, if such a thing exists, is Goma, which sits on the banks of Lake Kivu in the far east of the country. It is presided over by the imposing Nyiragongo volcano, which sits at the heart of Virunga National Park, the oldest national park in Africa and one of just a handful of places where you can still see mountain gorillas in their natural habitat.', 'Goma and the mineral-rich Kivu region were hit particularly hard by a civil war from 1998 to 2003 that resulted in the deaths of at least three million people; sporadic bouts of violence since the war officially ended have continued to burden the region’s considerable tourist potential.', 'However, peace and a semblance of stability have returned to Goma for the time being and small handfuls of adventurous tourists are beginning to trickle across the border once again. Visitors are advised to check the latest travel advice before visiting.', '2,345,410 sq km (905,563 sq miles).', '79,722,624 (UN estimate 2016).', '33.8 per sq km.', 'Kinshasa.', 'Republic.', 'President Félix Tshisekedi since 2019.', 'Prime Minister Judith Suminwa Tuluka since 2024.']"
africa,djibouti,"['Tucked away in the Horn of Africa, diminutive Djibouti offers ethereal landscapes, traditional tribes and mega marine life by the camel load – little wonder this slice of East Africa is being touted as the next big thing.', 'Refreshingly devoid of large-scale tourist developments (for now, at least), you won’t find international hotel chains outside the eponymous colonial capital. Tourists are still something of a rarity and it is not uncommon to be invited into a family’s home to share a pot of tea.', 'Contrasting strongly with the bright blue skies and the colourful macawis worn by locals, the flat plains outside Djibouti City have a harsh and otherworldly aesthetic, which are celebrated by the local tribespeople in poetry and song. The loose rocks that litter the khaki-coloured ground amid semi-wild herds of camel speak of the country’s volcanic past.', 'Away from the capital, which is wafted by a cool Red Sea breeze, Djibouti becomes oppressively hot in the summer months. Locals move slowly and purposefully; at least until the daily delivery of khat, a semi-narcotic plant chewed like gum, which seems to stop daily life in its tracks.', 'If you do manage to defy the heat, there are ample opportunities to connect with the natural world. Visitors can scale the dormant Ardoukoba volcano, explore Lake Assal, the lowest point in Africa, or go snorkelling with whale sharks in the Red Sea. Found in the Bay of Ghoubbet, these slow-moving giants trawl the Djiboutian coast, gorging on plankton.', 'Exhibiting a blend of African and Arabian culture, the people of Djibouti are equally fascinating. Gracious and welcoming to foreigners, their country still largely works along tribal lines, but it is quiet, unthreatening and small enough to get to grips with. Above all else, though, it’s absolutely stunning.', '23,200 sq km (8,958 sq miles).', '899,598 (UN estimate 2016).', '35.7 per sq km.', 'Djibouti.', 'Republic.', 'President Ismail Omar Guelleh since 1999.', 'Prime Minister Abdoulkader Kamil Mohamed since 2013.']"
africa,egypt,"['A complicated but fascinating country with some of the most enduring historical monuments on Earth, Egypt stands as an unforgettable travel destination. It’s had to deal with its fair share of turmoil in recent times, but this North African nation remains proud, welcoming and accessible.\xa0And with treasures as timeless as the temples and pyramids of the Nile to shout about, it’s not somewhere that’s going to slip from public consciousness any time soon. A trip here still very much has the potential to thrill.', 'In many ways, there are two Egypts. The first is the Egypt of Cairo and the Nile, of bustling medieval bazaars, noseless Sphinxes, river cruises and Agatha Christie-era exoticism.  The second, and just as integral to many visitors, is the Egypt of the Red Sea, where a spread of large-scale modern resorts caters to sun-seekers and scuba divers. Sharm el Sheikh, with its world-class diving, high-end hotels and desert adventures, is the best known of them.', 'Most of the country’s ancient treasures were built during the time of the pharaohs. The Pyramids of Giza (the sole survivors of the Seven Ancient Wonders of the World); the lotus-columned temples of Luxor and Karnak; the Valley of the Kings; Aswan and the temples of Abu Simbel: strung along the Nile, these monuments have drawn visitors for centuries. They represent a lasting legacy of one of the most fabled periods of human history.', 'Of course, the country is best understood not so much for its great monuments or its coral reefs, splendid though they are, but through its people. Bartering for a bargain in Cairo’s ancient Khan al-Khalili bazaar, taking tea and falling into long conversation with a local, or simply stopping awhile in a remote village, silent but for the chatter of hooves on tarmac, will give a glimpse of a country full of character, colour and fortitude.', '1,001,450 sq km (386,662 sq miles).', '94,137,816 (UN estimate 2016).', '88.4 per sq km.', 'Cairo (El Qahira).', 'Republic.', 'President Abdel Fattah al-Sisi since 2014.', 'Prime Minister Mostafa Madbouli since June 2018.']"
africa,equatorial-guinea,"['Perhaps best known as the inspiration for Frederick Forsyth’s coup-laden thriller The Dogs of War, the political situation of hot and humid Equatorial Guinea leaves a lot to be desired. Corruption, human rights abuses and political violence are frequently recorded, and despite huge oil wealth little has trickled down to the people, where real poverty still exists.', 'This means the country, which occupies a slice of mainland Africa and five offshore islands, is not set up with tourism in mind. Travel can be hard and hotel rooms both limited in number and expensive compared to neighbouring states. However, Equatorial Guinea offers a rare opportunity to experience central Africa’s colonial history and unspoiled natural beauty.', 'Large areas of Rio Muni, mainland Equatorial Guinea, have been set aside as protected zones. Noted internationally for their biodiversity and hiking opportunities, the country’s rainforests are the habitat of various endangered primates including mandrills, chimpanzees and gorillas, as well as forest elephants.', 'The capital, Malabo, lacks the frenetic energy of some cities on the continent, with nothing happening very fast. Its tranquillity and the laidback air of its people perhaps results from lying on the steamy island of Bioko. It’s atmospheric sides streets are the best place in the country to encounter the architectural splendours left by Spain’s colonial regime.', 'Outside the capital, Bioko Island is also the location of the crater lakes of Lago Lorento and Lago Biao. Idyllic spots for relaxation, even the least interested birdwatcher will suddenly become the most ardent ornithologist: the sheer diversity of avian wildlife is staggering.', 'Its natural wonders and hospitable inhabitants should have put Equatorial Guinea on the map years ago, but a reputation for political instability means this remains an untapped mine for now.', '28,051 sq km (10,831 sq miles).', '869,587 (UN estimate 2016).', '26.4 per sq km.', 'Malabo.', 'Republic.', 'President Teodoro Obiang Nguema Mbasogo since 1979.', 'Prime Minister Manuela Roka Botey since 2023.']"
africa,eritrea,"['Eritrea is a difficult country to define. Although in Africa, it doesn’t feel wholly African. While its broad shore faces the Middle East, it is not overtly Arabian. And though its capital evokes the spirit of Europe, it is far from European.', 'For such a small country, Eritrea offers an astonishing variety and it tends to attract a motley crew of visitors: from archaeologists to architects; scholars to scuba divers; historians to hikers; and cyclists to steam railway buffs.', 'While there are many reasons to come to Eritrea, there is one impression that endures when you leave: the remarkable kindliness of the Eritrean people. Making friends here is an unavoidable pleasure and one that touches the lives of so many visitors.', 'The country stretches along the Red Sea and is low-lying in the eastern coastal regions and western border with Sudan, with a precipitous mountainous interior rising to a majestic 2,500m (8200ft) above sea level.', 'Having been colonised in part by the Turks and Egyptians, Eritrea took on a European flavor with the arrival of the Italians in 1885 during their belated entry in the “scramble for Africa”.\xa0The legacies of successive foreign forces, combined with a rich mix of nine local ethnic groups have created a diverse cultural landscape that offers the best of African, Middle Eastern and European influences.', 'Eritrea also boasts an abundance of historical and natural attractions. The colonial and modernist architecture of its towns and cities is as stunning and startling as the wildlife that populates its mountainous escarpments, deserts and coastline.', 'Elephants, lions, baboons, gazelles, leopards, ostriches, turtles, dugongs and some of the continent’s rarest birds can all be found here. And with a coastline extending nearly 1,000km (621miles) along the Red Sea, Eritrea offers some of the best diving and snorkelling in the world, as well as the most secluded beaches.', 'Once you’ve experienced Eritrea’s many secrets – travelled across its mountains and deserts, swam off its coastline, and met its warm people – it will only be a matter of time until you return for more.', '117,600 sq km (45,405 sq miles).', '5,401,231 (UN estimate 2016).', '55.5 per sq km.', 'Asmara.', 'Republic.', 'President Isaias Afewerki since 1993.', 'President Isaias Afewerki since 1993.']"
africa,eswatini,"['On 19 April 2018, King Mswati III renamed Swaziland to Eswatini, meaning “Land of the Swazis”.', 'With traditional customs still central to everyday life, the Kingdom of Eswatini (Swaziland) offers an unparalleled insight into Africa’s tribal societies in a setting that is safe and welcoming to visitors. Combine this with a varied landscape and untamed wildlife, and you have a nation ripe for exploration.', 'Eswatini (Swaziland) holds the accolade as the only absolute monarchy in Africa (and one of only a handful left in the world). The monarch plays a central role in political and cultural life, with the country’s most important annual events, such as Independence Day, closely linked with the royal household.', 'Though smaller events involving traditional dress and celebrations can be found across the country at almost any time of year, it is the set piece ceremonies that draw the largest number of participants. In fact, the Umhlanga (Reed Dance) festival is one of Africa’s biggest cultural events. Thousands of unmarried Swazi women travel to the round, mud-brick buildings of the royal compound at Ludzidzini, where they pay tribute to the Queen Mother with reeds, song and dance.', 'The Incwala, or Kingship Ritual, takes place during the summer solstice and is a rare survivor of what was once common across southern Africa. The highlight of the festival is the spectacular sight of Swazi men in full battle regalia, the likes of which you will not have seen outside a Hollywood blockbuster.', 'Eswatini (Swaziland) also hosts a great diversity of landscape, ranging from river valleys and cool mountainous Highveld in the west, and hotter and dryer Lowveld in the east. A typical African landscape of acacia-dotted grasslands, the Lowveld is where the country’s most iconic wildlife can be viewed. Mkhaya Game Reserve, one of 17 protected areas, is considered one of the very best places in Africa to witness rhino in their natural habitat.', 'Friendly, safe and spirited, the country’s distinct and ever-present cultural traditions, together with its landscapes and wildlife, make this small land-locked country a unique and enticing destination.', '17,364 sq km (6,704 sq miles).', '1,343,000 (2016).', '78 per sq km.', 'Mbabane.', 'Absolute monarchy.', 'King Mswati III since 1986.', 'Prime Minister Russell Dlamini\xa0since 2023.']"
africa,ethiopia,"['Putting its turbulent history behind, Ethiopia has been busy transforming its economy and making remarkable progress in infrastructure development over the past two decades. Today tourists are returning to the country in increasing numbers, keen to discover its wondrous landscapes, ancient religious sites and fascinating indigenous tribes.', ""Billed as 'The Land of Origins' by the Ethiopian Tourism Organisation, this amazing country is where the Blue Nile begins and home of the 3.2-million-year-old hominid fossil 'Lucy', whose discovery has put Ethiopia on the map as the cradle of humanity. One of the oldest Christian nations in the world, Ethiopia is a multi-ethnic and multifaceted destination where the art of hospitality is alive and well. Visitors are typically greeted with a steaming cup of coffee, which is said to be first discovered in the region of Kaffa in southeast Ethiopia."", 'Most visitors start their Ethiopian odyssey in the capital Addis Ababa, a lively city nestling in the lofty Entoto Mountains. Founded in 1886 by Emperor Menelik II after his wife Empress Taytu chose the site for its hot mineral springs, Addis Ababa has enjoyed a fascinating transformation over a relatively short period of time. The city is now a hub of international missions and embassies, including the headquarters of the African Union and the UN Economic Commission for Africa (UNECA).', 'Few linger long in the Ethiopian capital, choosing instead to head north to Lalibela, a pilgrimage site famed for its ancient churches which have quite literally been hewn out of a cliff. Lalibela is one of nine UNESCO World Heritage Sites in Ethiopia. Other notables include the ancient Kingdom of Aksum (or Axum), the fairytale castle of Gondar, the walled city of Harar, the Konso cultural landscape, the prehistoric sites of Awash and Omo valleys, the mysterious stelae of Tiya and the spectacular Simien National Park where the indigenous Gelada baboon and Walia Ibex thrive.', ""Ultimately, it is Ethiopia's epic landscapes that truly capture the imagination of many travellers. From the cloud-shrouded peak of Ras Dashen (the highest mountain in Ethiopia) to the sulphur fumaroles of the Danakil Depression (which is also the lowest point in Ethiopia at 125m/410ft below sea level), the scenery could inspire paintings, provoke poetry."", ""These wild environments sustain ancient tribes such as the Bodi, whose men live on a diet of blood and milk in a bid to become the region's fattest man of the year, and the Hamer, famous for their dangerous bull-jumping ceremony which is considered a rite of passage for young men."", ""Ethiopia has come a long way since the famine of 1983-85 which prompted Bob Geldof to write the fundraising hit Do They Know It's Christmas? (by a curious twist of fate, he now owns a stake in a wine company in Ethiopia). This country, long misunderstood by many, is now enjoying a booming economy, posting a strong and sustainable 8% to 11% growth rate since the turn of the 21st-century."", 'With Ethiopian Airlines boasting a wide network of air routes radiating from Addis Ababa, travelling to and around the country is getting easier, and for those who ride it out, the rewards are immense.', '1,104,300 sq km (426,372 sq miles).', '107.53 million (2018)', '102 per sq km', 'Addis Ababa', 'Federal Democratic Republic', 'President Sahle-Work Zewde\xa0since 2018.', 'Prime Minister Abiy Ahmed since 2018.']"
africa,gabon,"['Gabon is bordered by the Atlantic Ocean, Equatorial Guinea, Cameroon and the Congo. The 800km- (500-mile-) long sandy coastal strip is a series of palm-fringed bays, lagoons and estuaries. The lush tropical vegetation (which covers much of the interior) gives way in parts to the savannah.', 'There are many rivers along which settlements have grown. Many of the Bantu people are concentrated in coastal areas and villages along the banks of the many rivers. The main cities are Libreville, Port Gentil, Lambaréné, Moanda, Oyem, Mouila and Franceville.', ""The Republic of Gabon moved peacefully into independence (from France) in 1960. President Omar Bongo, who succeeded Léon M'Ba as president on the latter's death in 1967 is now one of Africa's longest serving heads of state. In 2003, a change of constitution meant that Bongo could run for office as many times as he wanted and Bongo, now in his 70s, is likely to remain as president for life. Gabon's only problem in the region concerns the island of Mbagne which lies in the Corisco Bay, potentially the site of large oil and gas deposits: occupied by Gabon in 1970, it is also claimed by Equatorial Guinea."", 'But touristic natural resources are likely to centre around features such as stunning white beaches, an abundance of wildlife, including gorillas, panthers, parrots and elephants, and verdant forests.', '267,667 sq km (103,347 sq miles).', '1,763,142 (UN estimate 2016).', '6.4 per sq km.', 'Libreville.', 'Republic.', 'Gen. Brice Oligui Nguema\xa0since 2023, after military coup is president of Committee of Transition and Restoration of Institutions.', 'Interim prime minister:\xa0Raymond Ndong Sima since 2023.']"
africa,gambia,"[""The Gambia may be mainland Africa's smallest nation, but it punches way above its weight in terms of attractions. With its glorious long sandy beaches, bustling architecturally-stunning towns and wealth of wildlife, it's perhaps the most striking of all West African countries. What's more, its people are kind and welcoming, giving The Gambia the reputation of being the 'The Smiling Coast'."", ""Virtually enveloped by its much larger neighbour Senegal, The Gambia's narrow landmass still retains its own clear identity, despite the colonial carve up of Africa. Although this accessible Anglophone country's more obvious draw is perhaps the joy of winter sun at good-value rates, its rich history and fascinating mix of cultures make it hard to pigeonhole. If you escape the sun loungers, you will uncover another side of the country, rich in eco-tourism opportunities, wilderness, wildlife and bird watching."", ""Inextricably linked to the Gambia River, one of Africa's great waterways, The Gambia comprises a varied landscape, featuring lush tropical forests, swamps, marshes and large areas of wooded savannah. Alongside this are Gambia's parks, reserves and riverbanks including Kiang West National Park and River Gambia National Park, where you’ll see all kinds of wildlife, including monkeys, crocodiles, a small population of hippos and well over 500 bird species."", ""Of course, one of the main attractions is the coast. There are only 80 kilometres of shoreline, but the beaches are some of the most stunning in the region. Relatively uncrowded and shaded by multitudes of swaying palm trees, you'll be forgiven for thinking you've stumbled on paradise. Tanji and Bakau are both working beaches, featuring arrays of colourful pirogues and little fishing boats, perfect for experiencing traditional activities. For awe-inspiring sunsets, pick a spot on Batokunku Beach and stretch out on the unspoilt sand."", ""Visitors keen to experience West African music and rural culture may head off the beaten track and up-country to simple, traditional villages. All year round you'll find vibrant festivals, events full of traditional drumming, energetic dancing as well as customary wrestling matches. But for many, it is The Gambia's idyllic cocktail of sunny days, warm welcomes and relaxing Atlantic beach resorts that lures them time and again to this little slice of African heaven."", '11,295 sq km (4,361 sq miles).', '2,280,102  (World Bank estimate 2018)', '202 per sq km.', 'Banjul.', 'Republic.', 'President Adama Barrow since January 2017.', 'President Adama Barrow since January 2017.']"
